date,tick,export,import,system_load
2016.08.10.,21-22,75,1926,4579
2016.08.10.,22-23,251,1840,4300
2016.08.10.,23-24,282,1705,4104
2016.08.11.,0-1,590,1700,3857
2016.08.11.,1-2,600,1468,3660
2016.08.11.,2-3,662,1376,3496
2016.08.11.,3-4,611,1318,3445
2016.08.11.,4-5,544,1353,3519
2016.08.11.,5-6,402,1332,3666
2016.08.11.,6-7,269,1656,4149
2016.08.11.,7-8,278,2005,4539
2016.08.11.,8-9,205,2076,4671
2016.08.11.,9-10,220,2229,4781
2016.08.11.,10-11,212,2287,4877
2016.08.11.,11-12,182,2311,4919
2016.08.11.,12-13,189,2327,4914
2016.08.11.,13-14,231,2317,4852
2016.08.11.,14-15,205,2326,4791
2016.08.11.,15-16,198,2303,4769
2016.08.11.,16-17,142,2153,4688
2016.08.11.,17-18,162,2106,4655
2016.08.11.,18-19,139,1989,4565
2016.08.11.,19-20,132,1947,4553
2016.08.11.,20-21,155,2053,4679
2016.08.11.,21-22,139,1880,4541
2016.08.11.,22-23,287,1745,4266
2016.08.11.,23-24,343,1603,4095
2016.08.12.,0-1,421,1243,3825
2016.08.12.,1-2,422,1040,3623
2016.08.12.,2-3,259,764,3463
2016.08.12.,3-4,252,759,3382
2016.08.12.,4-5,241,834,3464
2016.08.12.,5-6,207,936,3577
2016.08.12.,6-7,111,1301,4042
2016.08.12.,7-8,31,1484,4414
2016.08.12.,8-9,7,1547,4513
2016.08.12.,9-10,6,1632,4604
2016.08.12.,10-11,6,1723,4699
2016.08.12.,11-12,13,1787,4746
2016.08.12.,12-13,35,1826,4800
2016.08.12.,13-14,43,1754,4746
2016.08.12.,14-15,42,1731,4688
2016.08.12.,15-16,46,1753,4682
2016.08.12.,16-17,40,1693,4666
2016.08.12.,17-18,42,1611,4591
2016.08.12.,18-19,85,1548,4497
2016.08.12.,19-20,240,1636,4470
2016.08.12.,20-21,401,1937,4617
2016.08.12.,21-22,341,1820,4499
2016.08.12.,22-23,394,1626,4240
2016.08.12.,23-24,385,1475,4056
2016.08.13.,0-1,563,1543,3807
2016.08.13.,1-2,522,1311,3597
2016.08.13.,2-3,507,1180,3421
2016.08.13.,3-4,443,1114,3348
2016.08.13.,4-5,370,1105,3369
2016.08.13.,5-6,416,1086,3362
2016.08.13.,6-7,448,1309,3539
2016.08.13.,7-8,359,1441,3851
2016.08.13.,8-9,309,1564,4052
2016.08.13.,9-10,299,1746,4226
2016.08.13.,10-11,314,1878,4332
2016.08.13.,11-12,472,2073,4414
2016.08.13.,12-13,574,2163,4416
2016.08.13.,13-14,536,2039,4313
2016.08.13.,14-15,560,2036,4243
2016.08.13.,15-16,623,2073,4224
2016.08.13.,16-17,687,2124,4200
2016.08.13.,17-18,783,2092,4130
2016.08.13.,18-19,743,1979,4099
2016.08.13.,19-20,721,1986,4152
2016.08.13.,20-21,708,2151,4385
2016.08.13.,21-22,736,2049,4284
2016.08.13.,22-23,894,1912,3980
2016.08.13.,23-24,1020,1817,3737
2016.08.14.,0-1,1081,1704,3489
2016.08.14.,1-2,1037,1568,3343
2016.08.14.,2-3,991,1443,3220
2016.08.14.,3-4,897,1341,3143
2016.08.14.,4-5,666,1165,3146
2016.08.14.,5-6,620,1085,3101
2016.08.14.,6-7,587,1195,3243
2016.08.14.,7-8,540,1383,3543
2016.08.14.,8-9,559,1617,3820
2016.08.14.,9-10,602,1807,4066
2016.08.14.,10-11,426,1796,4239
2016.08.14.,11-12,355,1779,4309
2016.08.14.,12-13,334,1745,4278
2016.08.14.,13-14,334,1675,4181
2016.08.14.,14-15,391,1717,4164
2016.08.14.,15-16,497,1794,4132
2016.08.14.,16-17,579,1866,4136
2016.08.14.,17-18,582,1831,4098
2016.08.14.,18-19,533,1703,4068
2016.08.14.,19-20,530,1732,4130
2016.08.14.,20-21,463,1876,4444
2016.08.14.,21-22,504,1782,4380
2016.08.14.,22-23,562,1553,4038
2016.08.14.,23-24,595,1383,3766
2016.08.15.,0-1,593,1094,3521
2016.08.15.,1-2,566,951,3374
2016.08.15.,2-3,529,830,3248
2016.08.15.,3-4,515,806,3198
2016.08.15.,4-5,406,849,3304
2016.08.15.,5-6,345,934,3505
2016.08.15.,6-7,153,1279,4051
2016.08.15.,7-8,139,1630,4493
2016.08.15.,8-9,160,1839,4715
2016.08.15.,9-10,163,2004,4874
2016.08.15.,10-11,136,2077,4994
2016.08.15.,11-12,107,2126,5082
2016.08.15.,12-13,120,2208,5152
2016.08.15.,13-14,83,2127,5097
2016.08.15.,14-15,101,2145,5075
2016.08.15.,15-16,200,2246,5077
2016.08.15.,16-17,223,2185,5024
2016.08.15.,17-18,240,2112,4952
2016.08.15.,18-19,245,2036,4850
2016.08.15.,19-20,301,2031,4848
2016.08.15.,20-21,229,2027,4921
2016.08.15.,21-22,196,1857,4710
2016.08.15.,22-23,384,1772,4425
2016.08.15.,23-24,562,1750,4231
2016.08.16.,0-1,730,1698,3936
2016.08.16.,1-2,717,1491,3732
2016.08.16.,2-3,639,1272,3555
2016.08.16.,3-4,681,1306,3507
2016.08.16.,4-5,640,1358,3569
2016.08.16.,5-6,598,1417,3708
2016.08.16.,6-7,471,1743,4194
2016.08.16.,7-8,348,1938,4594
2016.08.16.,8-9,359,2105,4762
2016.08.16.,9-10,384,2242,4896
2016.08.16.,10-11,384,2309,4977
2016.08.16.,11-12,340,2338,5062
2016.08.16.,12-13,326,2399,5119
2016.08.16.,13-14,328,2375,5054
2016.08.16.,14-15,329,2370,5040
2016.08.16.,15-16,354,2382,5029
2016.08.16.,16-17,317,2264,4970
2016.08.16.,17-18,306,2196,4887
2016.08.16.,18-19,304,2085,4798
2016.08.16.,19-20,298,2055,4798
2016.08.16.,20-21,255,2092,4936
2016.08.16.,21-22,297,1949,4740
2016.08.16.,22-23,485,1844,4433
2016.08.16.,23-24,572,1806,4242
2016.08.17.,0-1,598,1558,3961
2016.08.17.,1-2,566,1418,3758
2016.08.17.,2-3,545,1232,3583
2016.08.17.,3-4,525,1216,3543
2016.08.17.,4-5,473,1249,3616
2016.08.17.,5-6,476,1337,3768
2016.08.17.,6-7,270,1561,4240
2016.08.17.,7-8,260,1865,4655
2016.08.17.,8-9,247,2018,4829
2016.08.17.,9-10,215,2118,4946
2016.08.17.,10-11,196,2152,5018
2016.08.17.,11-12,222,2246,5080
2016.08.17.,12-13,197,2251,5067
2016.08.17.,13-14,225,2223,5006
2016.08.17.,14-15,242,2243,4969
2016.08.17.,15-16,229,2218,4961
2016.08.17.,16-17,183,2057,4884
2016.08.17.,17-18,224,2038,4799
2016.08.17.,18-19,186,1926,4692
2016.08.17.,19-20,164,1889,4714
2016.08.17.,20-21,193,2056,4860
2016.08.17.,21-22,233,1923,4668
2016.08.17.,22-23,308,1684,4385
2016.08.17.,23-24,397,1614,4215
2016.08.18.,0-1,548,1583,3947
2016.08.18.,1-2,525,1452,3747
2016.08.18.,2-3,523,1290,3552
2016.08.18.,3-4,499,1269,3504
2016.08.18.,4-5,487,1315,3575
2016.08.18.,5-6,485,1447,3740
2016.08.18.,6-7,349,1696,4197
2016.08.18.,7-8,237,1875,4589
2016.08.18.,8-9,333,2088,4716
2016.08.18.,9-10,314,2175,4841
2016.08.18.,10-11,244,2213,4918
2016.08.18.,11-12,178,2240,4986
2016.08.18.,12-13,234,2293,5017
2016.08.18.,13-14,284,2281,4975
2016.08.18.,14-15,334,2301,4963
2016.08.18.,15-16,318,2215,4953
2016.08.18.,16-17,321,2181,4904
2016.08.18.,17-18,275,2059,4825
2016.08.18.,18-19,253,2009,4739
2016.08.18.,19-20,267,2020,4752
2016.08.18.,20-21,321,2202,4926
2016.08.18.,21-22,293,1984,4718
2016.08.18.,22-23,516,1908,4441
2016.08.18.,23-24,642,1855,4275
2016.08.19.,0-1,884,1812,3997
2016.08.19.,1-2,797,1590,3808
2016.08.19.,2-3,727,1357,3612
2016.08.19.,3-4,638,1274,3545
2016.08.19.,4-5,597,1315,3619
2016.08.19.,5-6,607,1417,3764
2016.08.19.,6-7,326,1563,4225
2016.08.19.,7-8,309,1879,4593
2016.08.19.,8-9,285,1989,4767
2016.08.19.,9-10,225,2056,4896
2016.08.19.,10-11,186,2097,4987
2016.08.19.,11-12,165,2143,5052
2016.08.19.,12-13,222,2240,5101
2016.08.19.,13-14,239,2198,5032
2016.08.19.,14-15,285,2244,5008
2016.08.19.,15-16,331,2250,4991
2016.08.19.,16-17,362,2217,4949
2016.08.19.,17-18,322,2105,4846
2016.08.19.,18-19,344,2039,4720
2016.08.19.,19-20,376,2046,4685
2016.08.19.,20-21,354,2125,4809
2016.08.19.,21-22,449,2032,4602
2016.08.19.,22-23,668,1960,4334
2016.08.19.,23-24,756,1877,4169
2016.08.20.,0-1,912,1790,3892
2016.08.20.,1-2,927,1670,3665
2016.08.20.,2-3,885,1469,3462
2016.08.20.,3-4,717,1225,3355
2016.08.20.,4-5,672,1194,3325
2016.08.20.,5-6,744,1082,3195
2016.08.20.,6-7,686,1104,3204
2016.08.20.,7-8,709,1321,3480
2016.08.20.,8-9,678,1475,3745
2016.08.20.,9-10,636,1635,3940
2016.08.20.,10-11,603,1656,4051
2016.08.20.,11-12,708,1846,4100
2016.08.20.,12-13,843,1981,4073
2016.08.20.,13-14,818,1858,3983
2016.08.20.,14-15,737,1752,3979
2016.08.20.,15-16,703,1698,3947
2016.08.20.,16-17,729,1721,3937
2016.08.20.,17-18,736,1678,3878
2016.08.20.,18-19,780,1694,3872
2016.08.20.,19-20,726,1719,3946
2016.08.20.,20-21,729,1929,4175
2016.08.20.,21-22,727,1817,4014
2016.08.20.,22-23,919,1812,3823
2016.08.20.,23-24,996,1691,3630
2016.08.21.,0-1,892,1420,3416
2016.08.21.,1-2,858,1300,3267
2016.08.21.,2-3,774,1138,3118
2016.08.21.,3-4,718,1061,3051
2016.08.21.,4-5,699,1065,3045
2016.08.21.,5-6,700,1060,3053
2016.08.21.,6-7,636,1155,3226
2016.08.21.,7-8,690,1452,3545
2016.08.21.,8-9,615,1596,3840
2016.08.21.,9-10,575,1785,4106
2016.08.21.,10-11,602,1903,4285
2016.08.21.,11-12,650,1989,4369
2016.08.21.,12-13,730,2023,4359
2016.08.21.,13-14,727,1943,4256
2016.08.21.,14-15,661,1932,4240
2016.08.21.,15-16,671,1960,4209
2016.08.21.,16-17,797,2027,4185
2016.08.21.,17-18,811,2041,4118
2016.08.21.,18-19,777,1972,4108
2016.08.21.,19-20,644,1940,4249
2016.08.21.,20-21,592,2052,4484
2016.08.21.,21-22,594,1861,4256
2016.08.21.,22-23,729,1687,3966
2016.08.21.,23-24,706,1429,3713
2016.08.22.,0-1,555,1055,3487
2016.08.22.,1-2,512,974,3344
2016.08.22.,2-3,466,818,3236
2016.08.22.,3-4,435,841,3237
2016.08.22.,4-5,438,908,3346
2016.08.22.,5-6,428,989,3601
2016.08.22.,6-7,295,1318,4207
2016.08.22.,7-8,373,1664,4677
2016.08.22.,8-9,289,1771,4892
2016.08.22.,9-10,286,1913,5052
2016.08.22.,10-11,293,1997,5142
2016.08.22.,11-12,198,1983,5220
2016.08.22.,12-13,220,2149,5235
2016.08.22.,13-14,283,2111,5146
2016.08.22.,14-15,398,2214,5075
2016.08.22.,15-16,427,2220,5053
2016.08.22.,16-17,386,2102,4970
2016.08.22.,17-18,340,2009,4900
2016.08.22.,18-19,256,1875,4839
2016.08.22.,19-20,244,1893,4912
2016.08.22.,20-21,256,1903,4913
2016.08.22.,21-22,280,1716,4648
2016.08.22.,22-23,452,1623,4354
2016.08.22.,23-24,552,1594,4198
2016.08.23.,0-1,442,1311,3918
2016.08.23.,1-2,492,1178,3728
2016.08.23.,2-3,448,980,3564
2016.08.23.,3-4,417,964,3543
2016.08.23.,4-5,359,1013,3623
2016.08.23.,5-6,309,1083,3831
2016.08.23.,6-7,208,1440,4348
2016.08.23.,7-8,149,1693,4751
2016.08.23.,8-9,199,1882,4881
2016.08.23.,9-10,209,2005,4974
2016.08.23.,10-11,223,2090,5037
2016.08.23.,11-12,267,2216,5099
2016.08.23.,12-13,256,2272,5147
2016.08.23.,13-14,352,2301,5101
2016.08.23.,14-15,361,2287,5070
2016.08.23.,15-16,316,2235,5080
2016.08.23.,16-17,311,2165,5013
2016.08.23.,17-18,144,1899,4930
2016.08.23.,18-19,142,1819,4836
2016.08.23.,19-20,79,1762,4871
2016.08.23.,20-21,101,1928,5048
2016.08.23.,21-22,188,1815,4804
2016.08.23.,22-23,246,1637,4496
2016.08.23.,23-24,354,1581,4301
2016.08.24.,0-1,420,1450,4026
2016.08.24.,1-2,401,1241,3828
2016.08.24.,2-3,454,1144,3642
2016.08.24.,3-4,452,1179,3605
2016.08.24.,4-5,399,1233,3681
2016.08.24.,5-6,363,1306,3860
2016.08.24.,6-7,185,1583,4362
2016.08.24.,7-8,54,1781,4762
2016.08.24.,8-9,84,1948,4912
2016.08.24.,9-10,173,2158,5029
2016.08.24.,10-11,199,2260,5116
2016.08.24.,11-12,175,2306,5188
2016.08.24.,12-13,183,2380,5246
2016.08.24.,13-14,216,2364,5200
2016.08.24.,14-15,185,2318,5175
2016.08.24.,15-16,261,2387,5185
2016.08.24.,16-17,231,2306,5127
2016.08.24.,17-18,105,2079,5045
2016.08.24.,18-19,102,1974,4956
2016.08.24.,19-20,131,2024,4993
2016.08.24.,20-21,227,2218,5146
2016.08.24.,21-22,297,2031,4889
2016.08.24.,22-23,374,1902,4573
2016.08.24.,23-24,505,1875,4370
2016.08.25.,0-1,650,1758,4093
2016.08.25.,1-2,655,1611,3877
2016.08.25.,2-3,723,1522,3694
2016.08.25.,3-4,696,1500,3651
2016.08.25.,4-5,627,1521,3722
2016.08.25.,5-6,643,1636,3913
2016.08.25.,6-7,356,1775,4408
2016.08.25.,7-8,141,1956,4820
2016.08.25.,8-9,173,2140,4983
2016.08.25.,9-10,106,2208,5073
2016.08.25.,10-11,21,2191,5154
2016.08.25.,11-12,17,2263,5221
2016.08.25.,12-13,8,2275,5277
2016.08.25.,13-14,20,2271,5230
2016.08.25.,14-15,17,2261,5230
2016.08.25.,15-16,34,2280,5247
2016.08.25.,16-17,46,2240,5185
2016.08.25.,17-18,34,2096,5071
2016.08.25.,18-19,39,1994,4973
2016.08.25.,19-20,58,2024,5008
2016.08.25.,20-21,164,2273,5170
2016.08.25.,21-22,235,2066,4898
2016.08.25.,22-23,409,1985,4577
2016.08.25.,23-24,485,1910,4400
2016.08.26.,0-1,637,1800,4131
2016.08.26.,1-2,723,1706,3936
2016.08.26.,2-3,714,1556,3735
2016.08.26.,3-4,708,1559,3687
2016.08.26.,4-5,641,1564,3758
2016.08.26.,5-6,656,1707,3946
2016.08.26.,6-7,402,1831,4419
2016.08.26.,7-8,331,2132,4825
2016.08.26.,8-9,137,2053,4943
2016.08.26.,9-10,21,2068,5077
2016.08.26.,10-11,3,2133,5161
2016.08.26.,11-12,5,2207,5234
2016.08.26.,12-13,75,2317,5286
2016.08.26.,13-14,94,2283,5232
2016.08.26.,14-15,108,2246,5202
2016.08.26.,15-16,112,2237,5194
2016.08.26.,16-17,51,2161,5157
2016.08.26.,17-18,11,2023,5088
2016.08.26.,18-19,7,1928,4969
2016.08.26.,19-20,201,2138,4989
2016.08.26.,20-21,266,2284,5097
2016.08.26.,21-22,366,2109,4839
2016.08.26.,22-23,470,1970,4551
2016.08.26.,23-24,622,1977,4382
2016.08.27.,0-1,750,2171,4079
2016.08.27.,1-2,798,2027,3843
2016.08.27.,2-3,821,1890,3663
2016.08.27.,3-4,794,1831,3585
2016.08.27.,4-5,689,1750,3610
2016.08.27.,5-6,658,1642,3625
2016.08.27.,6-7,654,1637,3817
2016.08.27.,7-8,558,1817,4159
2016.08.27.,8-9,499,1948,4395
2016.08.27.,9-10,362,1966,4565
2016.08.27.,10-11,294,1970,4691
2016.08.27.,11-12,329,2094,4750
2016.08.27.,12-13,383,2115,4742
2016.08.27.,13-14,428,2069,4628
2016.08.27.,14-15,402,1991,4581
2016.08.27.,15-16,385,1934,4545
2016.08.27.,16-17,400,1868,4522
2016.08.27.,17-18,496,1866,4425
2016.08.27.,18-19,532,1850,4399
2016.08.27.,19-20,647,1999,4506
2016.08.27.,20-21,621,2191,4717
2016.08.27.,21-22,587,1995,4484
2016.08.27.,22-23,603,1772,4145
2016.08.27.,23-24,781,1706,3876
2016.08.28.,0-1,963,1799,3623
2016.08.28.,1-2,1036,1700,3464
2016.08.28.,2-3,1011,1635,3311
2016.08.28.,3-4,982,1640,3268
2016.08.28.,4-5,848,1539,3271
2016.08.28.,5-6,709,1318,3259
2016.08.28.,6-7,716,1424,3369
2016.08.28.,7-8,689,1557,3686
2016.08.28.,8-9,692,1696,3985
2016.08.28.,9-10,724,1951,4243
2016.08.28.,10-11,648,2048,4405
2016.08.28.,11-12,647,2127,4490
2016.08.28.,12-13,545,1970,4459
2016.08.28.,13-14,601,1948,4389
2016.08.28.,14-15,566,1913,4365
2016.08.28.,15-16,599,1915,4331
2016.08.28.,16-17,608,1931,4338
2016.08.28.,17-18,688,1960,4287
2016.08.28.,18-19,760,1998,4265
2016.08.28.,19-20,936,2281,4414
2016.08.28.,20-21,1006,2481,4686
2016.08.28.,21-22,953,2216,4458
2016.08.28.,22-23,961,1871,4138
2016.08.28.,23-24,1053,1632,3863
2016.08.29.,0-1,1358,1512,3627
2016.08.29.,1-2,1357,1407,3492
2016.08.29.,2-3,1254,1223,3381
2016.08.29.,3-4,1213,1161,3325
2016.08.29.,4-5,1190,1244,3422
2016.08.29.,5-6,1177,1463,3696
2016.08.29.,6-7,922,1737,4307
2016.08.29.,7-8,667,1897,4751
2016.08.29.,8-9,527,1967,4943
2016.08.29.,9-10,362,1962,5103
2016.08.29.,10-11,232,1952,5225
2016.08.29.,11-12,207,2027,5347
2016.08.29.,12-13,193,2083,5425
2016.08.29.,13-14,270,2080,5398
2016.08.29.,14-15,426,2263,5385
2016.08.29.,15-16,416,2266,5396
2016.08.29.,16-17,367,2140,5318
2016.08.29.,17-18,342,2021,5203
2016.08.29.,18-19,363,1944,5132
2016.08.29.,19-20,289,1869,5225
2016.08.29.,20-21,237,1830,5275
2016.08.29.,21-22,354,1669,4959
2016.08.29.,22-23,626,1667,4636
2016.08.29.,23-24,829,1681,4439
2016.08.30.,0-1,955,1527,4139
2016.08.30.,1-2,925,1386,3937
2016.08.30.,2-3,915,1300,3753
2016.08.30.,3-4,875,1305,3715
2016.08.30.,4-5,848,1315,3795
2016.08.30.,5-6,818,1471,4013
2016.08.30.,6-7,545,1630,4533
2016.08.30.,7-8,314,1781,4942
2016.08.30.,8-9,370,1977,5075
2016.08.30.,9-10,319,2044,5198
2016.08.30.,10-11,341,2185,5278
2016.08.30.,11-12,400,2290,5350
2016.08.30.,12-13,374,2323,5391
2016.08.30.,13-14,434,2355,5339
2016.08.30.,14-15,518,2410,5304
2016.08.30.,15-16,440,2375,5293
2016.08.30.,16-17,396,2272,5204
2016.08.30.,17-18,381,2153,5099
2016.08.30.,18-19,332,2009,5006
2016.08.30.,19-20,181,1901,5094
2016.08.30.,20-21,226,2007,5187
2016.08.30.,21-22,311,1820,4850
2016.08.30.,22-23,455,1686,4530
2016.08.30.,23-24,576,1706,4347
2016.08.31.,0-1,609,1570,4080
2016.08.31.,1-2,661,1437,3883
2016.08.31.,2-3,689,1306,3714
2016.08.31.,3-4,669,1308,3659
2016.08.31.,4-5,636,1336,3729
2016.08.31.,5-6,663,1488,3938
2016.08.31.,6-7,506,1699,4424
2016.08.31.,7-8,372,1900,4827
2016.08.31.,8-9,335,1944,4972
2016.08.31.,9-10,337,2043,5069
2016.08.31.,10-11,350,2156,5164
2016.08.31.,11-12,308,2135,5221
2016.08.31.,12-13,350,2236,5275
2016.08.31.,13-14,403,2236,5239
2016.08.31.,14-15,362,2198,5225
2016.08.31.,15-16,327,2179,5254
2016.08.31.,16-17,286,2104,5181
2016.08.31.,17-18,340,2075,5098
2016.08.31.,18-19,361,1972,5013
2016.08.31.,19-20,232,1902,5147
2016.08.31.,20-21,218,1964,5229
2016.08.31.,21-22,406,1887,4892
2016.08.31.,22-23,560,1782,4570
2016.08.31.,23-24,775,1837,4371
2016.09.01.,0-1,909,1670,4061
2016.09.01.,1-2,972,1528,3854
2016.09.01.,2-3,1019,1419,3664
2016.09.01.,3-4,994,1356,3614
2016.09.01.,4-5,962,1389,3710
2016.09.01.,5-6,912,1571,3966
2016.09.01.,6-7,643,1800,4511
2016.09.01.,7-8,486,2017,4801
2016.09.01.,8-9,429,2093,4855
2016.09.01.,9-10,255,2005,4975
2016.09.01.,10-11,259,2102,5074
2016.09.01.,11-12,302,2177,5144
2016.09.01.,12-13,359,2266,5201
2016.09.01.,13-14,380,2249,5186
2016.09.01.,14-15,387,2264,5181
2016.09.01.,15-16,364,2266,5195
2016.09.01.,16-17,326,2215,5153
2016.09.01.,17-18,314,2136,5078
2016.09.01.,18-19,372,2094,4996
2016.09.01.,19-20,305,2166,5135
2016.09.01.,20-21,262,2168,5188
2016.09.01.,21-22,433,2027,4844
2016.09.01.,22-23,645,1965,4525
2016.09.01.,23-24,878,2012,4337
2016.09.02.,0-1,933,1787,4055
2016.09.02.,1-2,1034,1705,3885
2016.09.02.,2-3,1054,1573,3692
2016.09.02.,3-4,1030,1534,3641
2016.09.02.,4-5,962,1541,3733
2016.09.02.,5-6,897,1664,3995
2016.09.02.,6-7,617,1846,4517
2016.09.02.,7-8,400,1934,4855
2016.09.02.,8-9,346,1980,4919
2016.09.02.,9-10,237,2020,5012
2016.09.02.,10-11,282,2140,5117
2016.09.02.,11-12,324,2252,5189
2016.09.02.,12-13,329,2310,5253
2016.09.02.,13-14,397,2334,5213
2016.09.02.,14-15,477,2381,5176
2016.09.02.,15-16,466,2358,5205
2016.09.02.,16-17,423,2296,5162
2016.09.02.,17-18,368,2165,5086
2016.09.02.,18-19,431,2138,4987
2016.09.02.,19-20,339,2142,5103
2016.09.02.,20-21,266,2107,5110
2016.09.02.,21-22,476,1985,4769
2016.09.02.,22-23,685,1952,4485
2016.09.02.,23-24,872,1952,4303
2016.09.03.,0-1,914,2055,4046
2016.09.03.,1-2,960,1903,3820
2016.09.03.,2-3,1018,1813,3644
2016.09.03.,3-4,974,1724,3564
2016.09.03.,4-5,944,1723,3591
2016.09.03.,5-6,929,1738,3631
2016.09.03.,6-7,819,1829,3809
2016.09.03.,7-8,737,2013,4146
2016.09.03.,8-9,625,2112,4382
2016.09.03.,9-10,566,2226,4580
2016.09.03.,10-11,459,2244,4695
2016.09.03.,11-12,453,2309,4774
2016.09.03.,12-13,478,2322,4785
2016.09.03.,13-14,533,2248,4662
2016.09.03.,14-15,587,2262,4592
2016.09.03.,15-16,635,2281,4556
2016.09.03.,16-17,678,2301,4540
2016.09.03.,17-18,626,2183,4451
2016.09.03.,18-19,618,2108,4399
2016.09.03.,19-20,497,2177,4586
2016.09.03.,20-21,373,2087,4655
2016.09.03.,21-22,558,2025,4378
2016.09.03.,22-23,767,1977,4093
2016.09.03.,23-24,966,1940,3881
2016.09.04.,0-1,1034,1776,3596
2016.09.04.,1-2,1134,1715,3434
2016.09.04.,2-3,1210,1657,3314
2016.09.04.,3-4,1202,1631,3254
2016.09.04.,4-5,1071,1541,3248
2016.09.04.,5-6,1018,1517,3259
2016.09.04.,6-7,1041,1637,3357
2016.09.04.,7-8,883,1729,3693
2016.09.04.,8-9,793,1935,3994
2016.09.04.,9-10,662,2067,4255
2016.09.04.,10-11,523,2094,4430
2016.09.04.,11-12,502,2128,4505
2016.09.04.,12-13,569,2144,4463
2016.09.04.,13-14,608,2095,4376
2016.09.04.,14-15,625,2077,4345
2016.09.04.,15-16,658,2090,4325
2016.09.04.,16-17,651,2051,4307
2016.09.04.,17-18,721,2067,4241
2016.09.04.,18-19,729,2086,4248
2016.09.04.,19-20,568,2184,4543
2016.09.04.,20-21,572,2230,4621
2016.09.04.,21-22,619,2005,4340
2016.09.04.,22-23,771,1865,4061
2016.09.04.,23-24,921,1675,3814
2016.09.05.,0-1,975,1275,3588
2016.09.05.,1-2,1035,1195,3462
2016.09.05.,2-3,1139,1108,3353
2016.09.05.,3-4,1161,1071,3324
2016.09.05.,4-5,1128,1143,3436
2016.09.05.,5-6,1012,1315,3784
2016.09.05.,6-7,678,1585,4514
2016.09.05.,7-8,375,1586,4892
2016.09.05.,8-9,334,1670,5057
2016.09.05.,9-10,300,1811,5131
2016.09.05.,10-11,213,1800,5174
2016.09.05.,11-12,201,1826,5191
2016.09.05.,12-13,119,1754,5195
2016.09.05.,13-14,173,1755,5098
2016.09.05.,14-15,276,1845,5032
2016.09.05.,15-16,283,1824,5007
2016.09.05.,16-17,264,1727,4924
2016.09.05.,17-18,261,1658,4863
2016.09.05.,18-19,226,1568,4820
2016.09.05.,19-20,133,1643,5015
2016.09.05.,20-21,198,1668,4976
2016.09.05.,21-22,377,1514,4624
2016.09.05.,22-23,553,1425,4304
2016.09.05.,23-24,708,1456,4153
2016.09.06.,0-1,755,1207,3889
2016.09.06.,1-2,703,945,3707
2016.09.06.,2-3,806,880,3548
2016.09.06.,3-4,782,856,3506
2016.09.06.,4-5,808,995,3600
2016.09.06.,5-6,773,1209,3897
2016.09.06.,6-7,525,1437,4526
2016.09.06.,7-8,287,1485,4870
2016.09.06.,8-9,282,1562,4950
2016.09.06.,9-10,274,1663,5010
2016.09.06.,10-11,206,1701,5047
2016.09.06.,11-12,197,1764,5073
2016.09.06.,12-13,201,1796,5085
2016.09.06.,13-14,263,1826,5038
2016.09.06.,14-15,311,1875,4988
2016.09.06.,15-16,295,1854,4995
2016.09.06.,16-17,302,1791,4910
2016.09.06.,17-18,212,1664,4871
2016.09.06.,18-19,168,1528,4818
2016.09.06.,19-20,115,1652,5061
2016.09.06.,20-21,186,1714,5065
2016.09.06.,21-22,320,1535,4719
2016.09.06.,22-23,604,1561,4413
2016.09.06.,23-24,813,1654,4228
2016.09.07.,0-1,983,1588,3950
2016.09.07.,1-2,968,1425,3752
2016.09.07.,2-3,923,1285,3574
2016.09.07.,3-4,898,1264,3542
2016.09.07.,4-5,824,1256,3639
2016.09.07.,5-6,797,1416,3914
2016.09.07.,6-7,612,1700,4507
2016.09.07.,7-8,380,1746,4854
2016.09.07.,8-9,303,1757,4929
2016.09.07.,9-10,317,1874,5019
2016.09.07.,10-11,405,2041,5080
2016.09.07.,11-12,406,2109,5156
2016.09.07.,12-13,388,2140,5216
2016.09.07.,13-14,431,2160,5196
2016.09.07.,14-15,397,2129,5176
2016.09.07.,15-16,406,2153,5198
2016.09.07.,16-17,357,2033,5139
2016.09.07.,17-18,232,1822,5076
2016.09.07.,18-19,233,1728,4992
2016.09.07.,19-20,165,1813,5220
2016.09.07.,20-21,270,1883,5210
2016.09.07.,21-22,439,1781,4828
2016.09.07.,22-23,814,1864,4522
2016.09.07.,23-24,1045,1942,4343
2016.09.08.,0-1,1155,1785,4085
2016.09.08.,1-2,1193,1662,3884
2016.09.08.,2-3,1250,1598,3685
2016.09.08.,3-4,1175,1570,3642
2016.09.08.,4-5,1135,1590,3736
2016.09.08.,5-6,1058,1706,4026
2016.09.08.,6-7,700,1810,4582
2016.09.08.,7-8,505,1907,4901
2016.09.08.,8-9,363,1811,4979
2016.09.08.,9-10,341,1893,5072
2016.09.08.,10-11,356,1976,5139
2016.09.08.,11-12,392,2091,5204
2016.09.08.,12-13,383,2151,5264
2016.09.08.,13-14,427,2151,5239
2016.09.08.,14-15,355,2099,5239
2016.09.08.,15-16,344,2101,5258
2016.09.08.,16-17,376,2089,5202
2016.09.08.,17-18,278,1906,5148
2016.09.08.,18-19,210,1767,5047
2016.09.08.,19-20,235,1956,5258
2016.09.08.,20-21,311,2010,5239
2016.09.08.,21-22,468,1856,4889
2016.09.08.,22-23,777,1865,4547
